,genres,item_name,release_date,price,item_id,developer
311,['Strategy'],Command & Conquer 3: Kane's Wrath,2009,19.99,24810,EA Los Angeles
312,"['Indie', 'Simulation', 'Strategy']",Gratuitous Space Battles,2009,14.99,41800,Positech Games
313,['Simulation'],Wings of Prey,2009,9.99,45300,Gaijin Entertainment
314,"['Action', 'Adventure', 'RPG']",The Bard's Tale,2005,9.99,41900,inXile Entertainment
315,['Action'],Defence Alliance 2,2009,0.0,35420,Defence Alliance Team
316,['Action'],STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009,19.99,32430,"LucasArts,Aspyr Studios"
317,['RPG'],Fallout 3: Game of the Year Edition,2009,19.99,22370,Bethesda Game Studios
318,"['Strategy', 'Indie', 'Simulation']",Gratuitous Space Battles: The Tribe,2009,5.99,41802,Positech Games
319,['Simulation'],Build-A-Lot,2007,9.99,38080,Hip Soft
320,['Simulation'],Build-A-Lot 2: Town of the Year,2008,9.99,38090,Hip Soft
321,['Simulation'],Build-A-Lot 3: Passport to Europe,2009,9.99,38100,Hip Soft
322,"['Casual', 'Simulation']",Coconut Queen,2009,9.99,38070,iWin
323,['Casual'],Roogoo,2009,1.99,38210,Spidermonk Entertainment
324,"['Action', 'Adventure']",Devil May Cry 4,2008,19.99,45700,Capcom
325,"['Action', 'Indie', 'RPG']",Avencast: Rise of the Mage,2010,9.99,46410,ClockStone Studios
326,['Simulation'],Build-A-Lot 4: Power Source,2009,9.99,38110,Hip Soft
327,"['Action', 'Indie']","Pirates, Vikings, and Knights II",2010,0.0,17570,Octoshark Studios
328,['Casual'],Farm Frenzy 2,2008,4.99,38130,Alawar
329,['Casual'],Farm Frenzy 3: American Pie,2010,9.99,38160,Alawar
330,['Casual'],Farm Frenzy 3,2009,9.99,38150,Alawar
331,['Casual'],Farm Frenzy,2007,4.99,38120,Alawar
332,['Casual'],Farm Frenzy: Pizza Party,2009,4.99,38140,Alawar
333,['Casual'],Cake Mania Main Street™,2010,6.99,36300,Sandlot Games
334,"['Strategy', 'Casual']",Westward® IV: All Aboard,2010,6.99,36310,Sandlot Games
335,"['Adventure', 'Casual']",Iron Roses,2010,6.99,36320,Cateia Games
336,['Strategy'],UFO: Extraterrestrials Gold,2010,9.99,37030,Chaos Concept
337,['Adventure'],LEGO® Indiana Jones™ 2: The Adventure Continues,2010,19.99,32450,Traveller's Tales
338,"['Action', 'Indie', 'Racing']",Super Laser  Racer,2010,4.99,44100,New Star Games Ltd
339,['Strategy'],Hearts of Iron III: Soviet Infantry Pack DLC,2010,0.99,25960,Paradox Interactive
340,['Action'],NecroVisioN: Lost Company,2010,6.99,46250,The Farm 51
341,['Casual'],Cradle of Persia,2007,9.99,38180,Awem Studio
342,['Action'],Aliens vs. Predator Swarm Map Pack,2010,7.49,10695,Rebellion
343,"['Action', 'Indie']",Serious Sam Classic: The First Encounter,2001,9.99,41050,Croteam
344,['Simulation'],Train Simulator: Fort Kent to Eagle Lake Route Add-On,2010,19.99,24055,All Aboard
345,"['Action', 'RPG']",Mount & Blade: Warband,2010,19.99,48700,TaleWorlds Entertainment
346,['Action'],Coniclysm,2010,4.99,39900,ZoopTEK
347,"['Action', 'Indie']",Plain Sight,2010,4.99,49900,Beatnik Games
348,['Action'],Lead and Gold: Gangs of the Wild West,2010,9.99,42120,Fatshark
349,['Action'],Grand Theft Auto: Episodes from Liberty City,2010,19.99,12220,Rockstar North / Toronto
350,"['Action', 'Adventure']",Dark Void™ Zero,2010,4.99,45730,Other Ocean Interactive
351,['Indie'],Fortix,2010,0.99,45400,Nemesys Games
352,"['Action', 'Casual', 'Indie']",Beat Hazard,2010,9.99,49600,Cold Beam Games
353,['Adventure'],Sam & Max: The Devil’s Playhouse,2010,19.99,901399,Telltale Games
354,"['Simulation', 'Strategy']",M.U.D. TV,2010,9.99,43500,Realmforge Studios
355,['Simulation'],Wings of Luftwaffe Add-on,2010,4.99,45302,Gaijin Entertainment
356,"['Adventure', 'Indie']",The Misadventures of P.B. Winterbottom,2010,4.99,40930,The Odd Gentlemen
357,['Action'],AquaNox 2: Revelation,2003,4.99,39640,THQ Nordic
358,['Action'],AquaNox,2001,4.99,39630,THQ Nordic
359,"['Casual', 'Indie']",Fluttabyes,2010,1.99,23150,Red Chain Games Ltd.
360,['Casual'],Hidden Expedition: Titanic,2006,9.99,50940,Big Fish Games
361,"['Casual', 'Indie']",Hidden Expedition: Amazon,2008,9.99,50920,Big Fish Games
362,['Strategy'],Napoleon: Total War™ - Coalition Battle Pack,2010,2.99,34178,"The Creative Assembly,Feral Interactive (Mac)"
363,['Casual'],Fitness Dash™,2008,6.99,37340,Sarbakan
364,['Casual'],Gemini Lost™,2009,6.99,37390,PlayFirst
365,['Casual'],DinerTown Detective Agency™,2009,6.99,37310,Absolutist Ltd.
366,['Casual'],Mahjong Roadshow™,2007,6.99,37360,PlayFirst
367,['Casual'],Hotel Dash™ Suite Success™,2009,6.99,49000,PlayFirst
368,['Casual'],Nightshift Legacy: The Jaguar's Eye™,2010,6.99,37330,PlayFirst
369,['Casual'],The Nightshift Code™,2008,6.99,37320,PlayFirst
370,['Casual'],TriJinx: A Kristine Kross Mystery™,2007,6.99,37370,PlayFirst
371,['Casual'],Valerie Porter and the Scarlet Scandal™,2009,6.99,37380,PlayFirst
372,"['Action', 'Adventure', 'Casual']",Biozone,2010,9.99,19080,G5 Entertainment
373,"['Action', 'Adventure']",Rocket Knight,2010,14.99,19030,Climax Studios
374,"['Action', 'Indie']",Flight of the Icarus,2010,4.99,49800,Muse Games
375,['Casual'],Puzzler World,2010,4.99,33650,Ideas Pad
376,"['Action', 'Adventure']",Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,2010,19.99,901478,Ubisoft
377,"['Casual', 'Indie']",Ziro,2010,4.99,33660,Kokakiki
378,['Action'],Altered Beast™,2010,2.99,34281,SEGA
379,['Action'],Comix Zone™,2010,2.99,34272,SEGA
380,"['Action', 'Adventure', 'Casual', 'RPG']",SEGA Mega Drive and Genesis Classics,2010,61.99,34270,D3T Limited
381,['Action'],Golden Axe™,2010,2.99,34276,SEGA
382,['Action'],Ecco the Dolphin™,2010,2.99,34274,SEGA
383,['Strategy'],Gain Ground™,2010,2.99,34275,SEGA
384,['Action'],Shinobi™ III: Return of the Ninja Master,2010,2.99,34277,SEGA
385,['Action'],Crack Down™,2010,2.99,34273,SEGA
386,['Action'],VectorMan™,2010,2.99,34280,SEGA
387,['Action'],Shadow Dancer™,2010,2.99,34282,SEGA
388,['Action'],Space Harrier™ II,2010,2.99,34279,SEGA
389,"['Action', 'RPG']",Alpha Protocol™,2010,14.99,34010,Obsidian Entertainment
390,['Action'],Alien Breed: Impact,2010,9.99,22610,Team17 Software Ltd.
391,['RPG'],Fallout 3 - Point Lookout,2010,4.99,22440,Bethesda Game Studios
392,"['Strategy', 'Indie']",Defense Grid: Resurgence Map Pack 1,2010,0.99,18508,Hidden Path Entertainment
393,['RPG'],Fallout 3 - Mothership Zeta,2010,4.99,22430,Bethesda Game Studios
394,['RPG'],Fallout 3 - Broken Steel,2010,4.99,22410,Bethesda Game Studios
395,['RPG'],Fallout 3 - The Pitt,2010,4.99,22420,Bethesda Game Studios
396,['Action'],Alien Swarm,2010,0.0,630,Valve
397,['RPG'],Fallout 3 - Operation Anchorage,2010,4.99,22400,Bethesda Game Studios
398,"['Simulation', 'Strategy']",SimCity™ 4 Deluxe Edition,2003,19.99,24780,"EA - Maxis,Aspyr (Mac)"
399,"['Strategy', 'RPG']",Disciples III - Renaissance Steam Special Edition,2010,14.99,33670,"Akella,.dat"
400,"['Casual', 'Indie']",Tidalis,2010,4.99,40420,"Arcen Games, LLC"
401,"['Action', 'Casual', 'Indie']",Razor2: Hidden Skies,2010,9.99,34920,Invent4 Entertainment
402,['Strategy'],The Settlers 7: Uncharted Land Map Pack,2010,3.99,48136,Blue Byte
403,['RPG'],Dimensity,2008,9.99,46720,Dagger Games
404,['Action'],Kane & Lynch 2: Dog Days,2010,9.99,28000,IO Interactive
405,"['Simulation', 'Strategy']",The Guild II Renaissance,2010,9.99,39680,Rune Forge
406,['Strategy'],Hearts of Iron III DLC: German II Spritepack,2010,0.99,25962,Paradox Interactive
407,['Simulation'],Trainz Simulator DLC: Blue Comet,2010,19.99,24634,N3V Games
408,['Strategy'],Fantasy Wars,2010,4.99,63900,Ino-Co
409,['Action'],Mafia II,2011,29.99,50130,"2K Czech,Feral Interactive (Mac)"
410,['Simulation'],Train Simulator: Network Southeast Class 47 Loco Add-On,2010,4.99,24075,Dovetail Games
411,"['RPG', 'Casual']",Puzzle Quest 2,2010,9.99,47540,Infinite Interactive
412,['Action'],Burn Zombie Burn!,2010,9.99,50510,doublesix
413,['Indie'],Madballs B*D*I Clan Skins,2010,1.99,25760,Playbrains
414,['Indie'],Madballs Scorched Evolution Skin Rollup,2010,1.99,25763,Playbrains
415,['Indie'],Madballs BDI Evolution Skin Rollup,2010,1.99,25762,Playbrains
416,['Indie'],Madballs Holiday Skin Rollup,2010,2.99,25764,Playbrains
417,['Strategy'],Victoria I Complete,2010,9.99,42980,Paradox Development Studio
418,['Simulation'],Ship Simulator Extremes,2010,19.99,48800,VStep
419,['Strategy'],Worms Reloaded,2010,19.99,22600,Team17 Digital Ltd
420,"['Indie', 'Simulation', 'Strategy']",Making History II: The War of the World,2010,14.99,46770,Muzzy Lane Software
421,"['Action', 'Simulation', 'Strategy']",Arma 2: British Armed Forces,2010,8.99,65700,Bohemia Interactive
422,['Strategy'],Victoria II,2010,19.99,42960,Paradox Development Studio
423,['Indie'],Madballs Scorched Clan Skins,2010,1.99,25761,Playbrains
424,['Action'],Kane & Lynch 2: The Doggie Bag,2010,5.99,28010,IO Interactive
425,['Action'],Kane & Lynch 2: Multiplayer Masks Pack,2010,1.99,28012,IO Interactive
426,['Simulation'],Trainz: Classic Cabon City,2010,19.99,24640,N3V Games
427,['Action'],Kane & Lynch 2: Alliance Weapon Pack,2010,2.99,28011,IO Interactive
428,['Strategy'],Cossacks: Back to War,2002,4.99,4850,GSC Game World
429,['Adventure'],Broken Sword: Director's Cut,2010,5.99,57640,Revolution Software Ltd
430,['Casual'],Chime,2010,4.99,62100,Zoë Mode
431,['Action'],Mafia II DLC: Jimmy's Vendetta,2010,9.99,50145,"2K Czech,Feral Interactive (Mac)"
432,['Action'],Sniper: Ghost Warrior - Map Pack,2010,1.99,34841,City Interactive
433,"['Action', 'Indie']",VVVVVV,2010,4.99,70300,Terry Cavanagh
434,['Strategy'],The Settlers 7: Conquest - The Empire Expansion DLC,2010,3.99,48137,Blue Byte
435,"['Action', 'Adventure', 'Indie']",Amnesia: The Dark Descent,2010,19.99,57300,Frictional Games
436,"['RPG', 'Indie']",Recettear: An Item Shop's Tale,2010,19.99,70400,EasyGameStation
437,"['Action', 'Casual', 'Indie']",Swarm Arena,2010,3.99,46600,Dedication Games
438,"['Action', 'Simulation']",Super Thunder Blade™,2010,2.99,34314,SEGA
439,['Action'],Galaxy Force II™,2010,2.99,34310,SEGA
440,['Simulation'],Hacker Evolution,2010,4.99,70100,exosyphen studios
441,"['Indie', 'Simulation']",Hacker Evolution: Untold,2010,4.99,70110,exosyphen studios
442,"['Casual', 'Indie']",Faerie Solitaire,2010,9.99,38600,Subsoap
443,['Strategy'],Patrician IV - Steam Special Edition,2010,14.99,57620,Gaming Minds Studios
444,['Action'],Bonanza Bros.™,2010,2.99,34284,SEGA
445,"['RPG', 'Strategy']",King's Bounty: Crossworlds,2010,14.99,63910,Katauri Interactive
446,['Simulation'],Train Simulator: Green & Gold HST DMU Add-On,2010,4.99,24082,Dovetail Games
447,['Strategy'],Sid Meier's Civilization® V,2010,29.99,8930,"Firaxis Games,Aspyr (Mac, Linux)"
448,['Strategy'],Commander: Conquest of the Americas - Colonial Navy,2010,4.99,49310,Nitro Games
449,"['Action', 'Indie']",Serious Sam Classic: The Second Encounter,2002,9.99,41060,Croteam
450,"['Indie', 'Strategy']",Star Ruler,2010,9.99,70900,Blind Mind Studios
451,"['Action', 'Adventure']",Blade Kitten,2010,2.99,9940,Krome Studios
452,['Action'],Alien Breed 2: Assault,2010,9.99,22650,Team17 Digital Ltd
453,"['Action', 'Adventure']",Darksiders™,2010,19.99,50620,Vigil Games
454,"['Simulation', 'Strategy']",X: Beyond the Frontier,1999,4.99,2840,Egosoft
455,['Strategy'],The Kings' Crusade,2010,9.99,42920,NeoCoreGames
456,"['Action', 'RPG', 'Massively Multiplayer']",Guild Wars: Eye of the North®,2007,19.99,29700,ArenaNet®
457,"['Simulation', 'Strategy']",X: Tension,2000,4.99,2850,Egosoft
458,"['Adventure', 'Casual', 'Simulation']",Governor of Poker 2,2010,7.99,70200,I Sioux Game Productions B.V.
459,"['Adventure', 'Casual', 'Indie', 'Simulation']",Governor of Poker 2 - Premium Edition,2010,14.99,70210,I Sioux Game Productions B.V.
460,['Action'],Medal of Honor™,2010,19.99,47790,Electronic Arts
461,"['Indie', 'RPG', 'Strategy']",Grotesque Tactics: Evil Heroes,2010,9.99,46450,"Headup Games,Silent Dreams"
462,"['Action', 'Adventure']",Lost Planet® 2,2010,19.99,45750,"CAPCOM CO., LTD."
463,"['Adventure', 'Casual', 'Indie']",Doc Clock: The Toasted Sandwich of Time,2010,4.99,57800,Stickmen Studios
464,"['Action', 'RPG']",Fallout: New Vegas,2010,9.99,22380,Obsidian Entertainment
465,"['Action', 'Casual', 'Indie']",The Polynomial - Space of the music,2010,6.99,67000,Dmytry Lavrov
466,"['Adventure', 'Indie']",Puzzle Bots,2010,4.99,80300,Ivy Games
467,"['Indie', 'Racing']",Nimbus,2010,9.99,50000,Noumenon Games
468,['Strategy'],Civilization V - Babylon (Nebuchadnezzar II),2010,4.99,16868,"Firaxis Games,Aspyr (Mac, Linux)"
469,"['Action', 'Indie', 'RPG']",DeathSpank,2010,14.99,18040,Hothead Games
470,"['Action', 'Simulation']",Virtua Fighter™ 2,2010,2.99,71115,SEGA
471,['Casual'],Columns™ III,2010,2.99,34317,SEGA
472,['RPG'],Sword of Vermilion™,2010,2.99,71114,SEGA
473,['Action'],Golden Axe™ II,2010,2.99,71112,SEGA
474,"['Action', 'Adventure']",Sonic The Hedgehog,2010,4.99,71113,SEGA
475,['Adventure'],Ecco™: The Tides of Time,2010,2.99,34319,SEGA
476,['Action'],Bio-Hazard Battle™,2010,2.99,34316,SEGA
477,['Action'],Alien Storm,2010,2.99,34315,SEGA
478,"['Action', 'Indie']",Shank,2010,9.99,6120,Klei Entertainment
479,"['Action', 'Adventure', 'Indie']",The Ball,2010,9.99,35460,Teotl Studios
480,['Action'],STAR WARS™: The Force Unleashed™ II,2010,19.99,32500,Aspyr Studios
481,"['Action', 'Casual']",Flight Control HD,2010,4.99,62000,Firemint
482,"['RPG', 'Simulation', 'Strategy']",Patrician III,2010,4.99,33570,Ascaron Entertainment ltd.
483,"['Action', 'Casual', 'Indie']",BIT.TRIP BEAT,2010,9.99,63700,Gaijin Games
484,"['Simulation', 'Strategy']",Theatre of War 2 - Battle for Caen,2010,1.99,46362,1C Company
485,['Casual'],Woody Two-Legs: Attack of the Zombie Pirates,2010,4.99,49320,Nitro Games
486,"['Adventure', 'Indie']",Clones,2010,4.99,72400,Tomkorp Computer Solutions Inc.
487,['Strategy'],Victoria II: Interwar Spritepack,2010,1.99,42964,Paradox Interactive
488,['Action'],Front Mission Evolved: Wanzer Pack 2,2010,3.99,43011,Double Helix Games
489,['Action'],Pound of Ground,2010,9.99,33980,Centauri Production
490,['Casual'],Pat & Mat,2009,6.99,65710,Centauri Production
491,['Adventure'],Alternativa,2010,12.99,33990,Centauri Production
492,"['Casual', 'Indie']",Fish Fillets 2,2007,4.99,33950,Altar Games
493,"['Strategy', 'Indie']",Archon Classic,2010,9.99,65400,React Games
494,['Action'],Call of Duty®: Black Ops,2010,39.99,42700,Treyarch
495,"['Indie', 'Casual']",Rhythm Zone Tornado Visualizer DLC,2010,0.99,38923,Sonic Boom Games
496,"['Casual', 'Indie']",Arcadia,2010,4.99,72500,Joshyy
497,"['Action', 'Adventure', 'Strategy']",Oddworld: Munch's Oddysee,2010,4.99,15740,Oddworld Inhabitants
498,"['Indie', 'Casual']",Rhythm Zone DJ Table Visualizer DLC,2010,1.99,38924,Sonic Boom Games
499,"['Action', 'Adventure', 'Strategy']",Oddworld: Stranger's Wrath HD,2010,9.99,15750,Oddworld Inhabitants
500,"['Casual', 'Indie']",Clickr,2010,4.99,45500,"Ntreev Soft Co., Ltd."
501,['Adventure'],Back to the Future: The Game,2010,19.99,31290,Telltale Games
502,['Action'],Grand Theft Auto III,2002,9.99,12100,Rockstar Games
503,['Action'],Grand Theft Auto: San Andreas,2005,14.99,12120,Rockstar Games
504,"['Action', 'Adventure']",Lara Croft GoL: Raziel and Kain Character Pack,2011,3.49,35135,Crystal Dynamics Inc.
505,"['Action', 'Adventure']",Lara Croft GoL: Things that Go Boom - Challenge Pack 2,2011,3.49,35137,Crystal Dynamics Inc.
506,"['Action', 'Adventure']",Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,2011,3.49,35138,Crystal Dynamics
507,"['Action', 'Adventure']",Lara Croft GoL: All the Trappings - Challenge Pack 1,2011,3.49,35136,Crystal Dynamics Inc.
508,['Action'],Grand Theft Auto: Vice City,2003,9.99,12110,Rockstar Games
509,"['Action', 'Indie']",Zeit²,2011,9.99,33390,Brightside Games
510,"['Action', 'Indie']",A.R.E.S.: Extinction Agenda,2011,4.99,92300,Extend Studio
511,"['Action', 'Indie', 'Strategy']",APOX,2011,14.99,80000,BlueGiant Interactive
512,['Action'],Dead Space™ 2,2011,19.99,47780,Visceral Games
513,"['Adventure', 'Casual']",Drawn®: The Painted Tower,2011,9.99,51060,Big Fish Studios
514,['Adventure'],Kaptain Brawe: A Brawe New World,2011,4.99,65080,Cateia Games
515,"['Action', 'Strategy', 'Indie', 'Sports']",Monday Night Combat,2011,4.99,63200,Uber Entertainment
516,"['Action', 'Adventure', 'Casual']",Luxor: 5th Passage,2011,9.99,60340,MumboJumbo
517,['Action'],Alien Soldier,2011,2.99,71116,SEGA
518,['RPG'],Shining in the Darkness,2011,2.99,71161,SEGA
519,['RPG'],Light Crusader,2011,2.99,71119,SEGA
520,['RPG'],Landstalker: The Treasures of King Nole,2011,2.99,71118,SEGA
521,['Action'],Gunstar Heroes,2011,2.99,71117,SEGA
522,['Adventure'],ToeJam & Earl,2011,4.99,71166,SEGA
523,['Action'],Streets of Rage 2,2011,2.99,71165,SEGA
524,"['Action', 'Adventure']",Sonic The Hedgehog 2,2011,4.99,71163,SEGA
525,['Action'],Streets of Rage,2011,2.99,71164,SEGA
526,['RPG'],Shining Force II,2011,2.99,71160,SEGA
527,['RPG'],Shining Force,2011,2.99,71120,SEGA
528,['Simulation'],The Sims™ 3,2009,19.99,47890,The Sims Studio
529,['Simulation'],Ship Simulator Extremes: Sigita Pack,2011,3.99,48802,VStep
530,['Simulation'],The Sims™ 3 Fast Lane Stuff,2010,19.99,47896,The Sims Studio
531,['Simulation'],The Sims™ 3 World Adventures,2009,19.99,47892,The Sims Studio
532,['Simulation'],The Sims™ 3 Late Night,2010,19.99,47894,The Sims Studio
533,['Simulation'],The Sims™ 3 Ambitions,2010,19.99,47893,The Sims Studio
534,['Simulation'],The Sims™ 3 High-End Loft Stuff,2010,19.99,47895,The Sims Studio
535,"['Casual', 'Indie']",Trino,2011,4.99,42000,Trinoteam
536,['Casual'],Mishap 2: An Intentional Haunting - Collector's Edition,2011,14.99,47570,Virtual Prophecy Entertainment
537,['Simulation'],The Sims™ 3 Outdoor Living Stuff,2011,19.99,47897,The Sims Studio
538,"['Action', 'Casual', 'Indie']",Who's That Flying?!,2011,5.99,57700,Mediatonic
539,"['Adventure', 'Casual']",Myst: Masterpiece Edition,2011,5.99,63660,Cyan Worlds
540,['Strategy'],Guardians of Graxia: Elves & Dwarves,2011,2.99,90504,Petroglyph
541,['RPG'],Two Worlds II HD,2011,19.99,7520,Reality Pump Studios
542,['RPG'],King Arthur: The Druids,2011,3.99,24449,NeoCoreGames
543,"['Strategy', 'Indie', 'Simulation']",Gratuitous Space Battles: Galactic Conquest,2011,6.99,41814,Positech Games
544,['Strategy'],The Kings' Crusade: New Allies,2011,3.99,42925,NeoCoreGames
545,"['RPG', 'Strategy']",DUNGEONS - Steam Special Edition,2011,9.99,57650,Realmforge Studios
546,"['Indie', 'Strategy']",AI War: Light of the Spire,2011,4.99,40407,"Arcen Games, LLC"
547,['RPG'],Drakensang: The River of Time,2011,19.99,33770,DTP
548,['Strategy'],RISK™: Factions,2011,9.99,47800,Stainless Games
549,"['Casual', 'Strategy']",Crazy Machines 2: Time Travel Add-On,2011,4.99,18408,Fakt Software
550,"['Action', 'Indie']",BIT.TRIP RUNNER,2011,9.99,63710,Gaijin Games
551,['Action'],Homefront,2011,19.99,55100,"Kaos Studios,Digital Extremes"
552,"['Casual', 'Indie', 'Simulation', 'Strategy']",Fate of the World,2011,9.99,80200,Red Redemption
553,['Indie'],B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),2011,2.99,92400,Copenhagen Game Collective
554,['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack",2011,0.99,56435,"Relic Entertainment,Feral Interactive (Mac/Linux)"
555,['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack",2011,2.99,56433,"Relic Entertainment,Feral Interactive (Mac/Linux)"
556,['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack",2011,0.99,56432,"Relic Entertainment,Feral interactive (Mac/Linux)"
557,['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack",2011,0.99,56431,"Relic Entertainment,Feral interactive (Mac/Linux)"
558,"['Massively Multiplayer', 'RPG']",RIFT,2013,0.0,39120,Trion Worlds
559,['Strategy'],"Warhammer 40,000: Dawn of War II: Retribution",2011,29.99,56437,"Relic Entertainment,Feral Interactive (Mac/Linux)"
560,"['Indie', 'Casual']",Dinner Date,2011,3.99,94000,Stout Games
561,['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack",2011,2.99,56434,"Relic Entertainment,Feral Interactive (Mac/Linux)"
